Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 None	0.0	0.0029	0.9971	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.45	-7848	-8172	-2615	333.1050792	32.5630234	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.0029	0.9971	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.45	-7848	-8172	-2615	333.1050792	32.5630234	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.0029	0.9971	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.45	-7848	-8172	-2615	333.1050792	32.5630234	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.0029	0.9971	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.45	-7848	-8172	-2615	333.1050792	32.5630234	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.002	0.9971	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.45	-7615	-8187	-2614	333.1050792	32.5630234	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.002	0.9971	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.45	-7615	-8187	-2614	333.1050791	32.5630235	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.002	0.9971	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.45	-7615	-8187	-2614	333.1050791	32.5630235	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.002	0.9971	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.45	-7615	-8187	-2614	333.1050791	32.5630235	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.002	0.9966	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.47	-7729	-8185	-2627	333.1050791	32.5630235	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.002	0.9966	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.47	-7729	-8185	-2627	333.1050791	32.5630235	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
 None	0.0	0.002	0.9966	0.0	0.0	0.0	-0.231	-0.176	-137.769	33.47	-7729	-8185	-2627	333.1050791	32.5630235	155.13	0.0	0.3602	0.00037	-0.00122	-0.93283
