Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 None	0.0054	0.0039	0.9976	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.56	-5113	984	-6671	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
 None	0.0054	0.0039	0.9976	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.56	-5113	984	-6671	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
 None	0.0054	0.0039	0.9976	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.56	-5113	984	-6671	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
 None	0.0054	0.0039	0.9976	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.56	-5113	984	-6671	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
 None	0.0044	0.0039	0.9966	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.47	-5095	985	-6644	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
 None	0.0044	0.0039	0.9966	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.47	-5095	985	-6644	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
 None	0.0044	0.0039	0.9966	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.47	-5095	985	-6644	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
 None	0.0044	0.0039	0.9966	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.47	-5095	985	-6644	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
 None	0.0054	0.0034	0.9971	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.5	-5109	999	-6633	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
 None	0.0054	0.0034	0.9971	0.0	0.0	0.0	-0.165	-0.461	-56.382	33.5	-5109	999	-6633	333.1050776	32.563036	184.08	0.0	0.88135	0.00037	-0.00311	-0.47238
